Yazar,Tarih,Sikayet,Kaynak,Link
Uludag_Yazari,-,"ikea
entry 667
galeri 35
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
/
27
isveç asıllı modüler mobilya şirketi. tasarımcılarının başarısı ile ünlüdür.
12
09.01.2006 16:52
ibibik
yakın zamanda istanbul'da bir mağaza açarak türkiye'ye gelmiştir. türkiye'de ayrıca ankara ve izmir'de de mağaza açmayı planlamaktadır.
1
23.05.2006 03:39
zall
kalitesiz ve demonte ürünler satan mağaza.ama yeni evlenecek çiftler için dizayn ve tasarım konusunda başarılı çözümler sunmakta.*
1
23.05.2006 03:43
africa
28.01.2026 tarihinin en iyi entryleri
imalatçılarından milyonlarca metre , kg veya adet ile mal alımı yaptığından, maliyetleri oldukça düşük firma.
1
23.05.2006 10:08
olric
bursa da şubesi olmadığından reklamlarına aldanarak ,istanbuldaki şubesine gidip, eli boşdöndüğümüz modüler mobilya mağazası.
2
23.05.2006 10:41
enterezan
standartüstü tasarımlar yapan, istanbul anadolu yakasında açıldığında insanların akın ettiği mobilya tasarımı mağazası.
2
08.06.2006 13:48
asiti kaçmış kola
tasarımlarıyla insanın aklını başından alıyorlar evet ama aynı durumun kalite konusunda söz konusu olmadığını düşünüyorum. ayrıca satış politikalarıyla fiyatları düşük tuttuklarını söylüyorlar evet haklılar ama herhangi bir mağazadan tişört almıyorsun ki kardeşim. ben mağazada yardım almak isterim o eşyaları eve biri taşısın isterim. fiyatlar ucuz ama nakliye bedeli var. bu bana biraz kandırmaca gibi geliyor. ama o kanepelerde, sehpalarda, banyolarda nasıl gözüm kaldı anlatamam.
5
08.06.2006 13:55
audrey
istanbul anadolu yakasında ümraniyede mevzilenmiş ev dekorasyonu mağazası..mobilya takımı,yatak,masa gibi büyük dekorasyon gereçleri değil de,lamba,sandalye,minder,örtü vb. ıvır zıvırları almak daha mantıklıdır..tasarımları ödüllüdür,labirent biçimindeki akıllı dizaynı sayesinde müsteri girdikten sonra butun magazayı dolasmadan cıkamamakta,akabinde ve detayında evine eli boş dönememektedir..karnınızı somon balığı* yada isveç köftesi* ile son derece cuzi bir fiyata doyurabilirsiniz..
3
15.07.2006 22:36
eric cantona
çeşitli tasarımlarıyla mobilya, ev aksesuarı satan magazadır. isveçlidir bu kardeşler, mallarının kalitesi konusunda yorum yapmak istemem ama ilgimi çeken şey, aldıgınız dolaplar, cekmeceler vs. hepsi incecik kutularda bulunmaktadır, alıp evinize götürürsünüz, ya da magaza icinden kargoya verirsiniz, evinize gidip rahatca montajını yaparsınız.
1
23.07.2006 13:43
eldaina
diğer alışveriş merkezleri gibi, kadınlarla gezmenin psikolojik sorunlara yol açabileceği mağazalardır.

malları sağlamdır, tasarımlar basit ve güzeldir. onları eve götürüp yapboz gibi kurup yerleştirmek de gayet eğlencelidir.

fiyat/performans ise türkiye için düşük değildir, ortanın bile üzerindedir.
23.07.2006 14:35
baybars
asla kadınla girilmemesi gereken bir mağazadır
5
12.09.2006 12:38
asabi
türkiye de ki toplam cirosunun %7 lik bir kısmını isveç köftesinden elde etmiştir.*
9
12.09.2006 12:55
kadıköy
http://www.ikea.com.tr
1
12.09.2006 13:24
ms.viking
ümraniye de ki mağazasına gidildiğinde,dizilerde oynamış olan pek çok tanıdık sima ile karşılaşılabilecek mekandır..ayrıca mağaza içerisinde dizayn edilmiş bilmem kaç metrekarelik insanların kolaylıkla yaşayabileceği ev modelleri de mevcuttur..
2
12.09.2006 13:31
kadıköy
evimizin herşeyi. kendi yediğini kendin kaldır modeliyle yenilikçi şirket. bir de küçücük kalemler yapmışlar her köşede onlardan var. insan tutamazken nasıl yazar ki onunla?
12.09.2006 16:38
goliath
ikea bir mobilya markasıdır aslında, ama ondan ötesi ikea bir düşüncenin en önemli temsilcilerinden birisi olmuştur günümüz dünyasında...nasıl mcdonalds veya coca cola insanlara bi dolu çağrışımlarda bulunuyorsa ikea da, onlar kadar bilinmese de önemli bir semboldür. ikea pratikliği ve hızı temsil eder, sizin düşünmenize enerji harcamanıza fazla imkan tanımaz, ikea sizin yerinize beğenir ikea sizin yerinize satın alır ikea sizin yerinize monte eder....ikea ya alışırsanız bırakamazsınız...buna da fight club da ikea instinct world diyorlar..
4
18.09.2006 13:46
karamsar kelimeler
logosunun rengi isveç bayrağıyla aynı olan isveç firması.
1
19.09.2006 15:21
chilavert
haftasonları ""ben mobilya almak için dünyaya geldim!"" naraları atan onbinlerce insanın akın ettiği, ayaklarınızı yerden kaldırarak insan akıntısında ilerleyebildiğiniz, minotaurus'un labirenti gibi karışık ve çıkması zor yer.
2
05.10.2006 15:39
goksunv
izmir'deki şubesi sanıyorum türkiye'deki en büyüğü.
1
05.10.2006 15:51
timsah48
izmirde ki şubesi bornova da olan dekorasyon ve ev malzemeleri alışveriş merkezi.
1
05.10.2006 15:52
pink_floyd
dekorasyon mağazasında restoran olur mu sorusunun cevabı mağazadır.
çok uygun şeyler bulmak olasıdır.
09.10.2006 23:54
terligeterkoydum
sahibi 23 milyar dolarlık bir servete sahip olur, fakat 13 yaşında eski bir volvosl30'a biner ve otobüs indirim kartı kullanır. ikeanın türkiye grup toplantısın da salonda ki 1200 kişinin elini tek tek sıkarak toplantının yarısını heder etmiştir.
2
10.10.2006 00:14
karpuzkabugu
istanbul avrupa yakasında halen inşaatı süren muazzam büyüklükte bir yer yaptrıram mobilya şirketi..tam yeri istanbul otogarı, kartaltepe metro istasyonu, istanbul kuru gıda center ve sağmalcılar cezaevi arasında kalan sağmalcılar viyadüğünden aksaray tarafına giderken solda gelirken sağda kalan büyük arazidir..
10.10.2006 00:36
eşşağan ala gazuğu
denizli de yıkılan gençlik parkının (ki boşa harcanmış trilyonlar diyebiliriz) boş arazisinde bekleyen bekci amcamızın ''buraya ikea açılacak'' diyerek bizi ebebeb kalıbına sokmasına sebep olmuş mağazadır... *
10.10.2006 00:54
frozen
yassı koli yassı koli diye diye beynimizi yiyen firma.ucuz malları kalitesiz kalitelileri ise normal herhangi bir marka kadar fiyatlı ürünler satan köfteciden kırma mobilyacı.
3
10.10.2006 09:17
yildirimbjk
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
/
27",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"entry 667
galeri 35
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
/
27",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"isveç asıllı modüler mobilya şirketi. tasarımcılarının başarısı ile ünlüdür.
12
09.01.2006 16:52
ibibik",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,isveç asıllı modüler mobilya şirketi. tasarımcılarının başarısı ile ünlüdür.,Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"12
09.01.2006 16:52
ibibik",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"yakın zamanda istanbul'da bir mağaza açarak türkiye'ye gelmiştir. türkiye'de ayrıca ankara ve izmir'de de mağaza açmayı planlamaktadır.
1
23.05.2006 03:39
zall",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,yakın zamanda istanbul'da bir mağaza açarak türkiye'ye gelmiştir. türkiye'de ayrıca ankara ve izmir'de de mağaza açmayı planlamaktadır.,Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"1
23.05.2006 03:39
zall",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"kalitesiz ve demonte ürünler satan mağaza.ama yeni evlenecek çiftler için dizayn ve tasarım konusunda başarılı çözümler sunmakta.*
1
23.05.2006 03:43
africa",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,kalitesiz ve demonte ürünler satan mağaza.ama yeni evlenecek çiftler için dizayn ve tasarım konusunda başarılı çözümler sunmakta.*,Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"1
23.05.2006 03:43
africa",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"imalatçılarından milyonlarca metre , kg veya adet ile mal alımı yaptığından, maliyetleri oldukça düşük firma.
1
23.05.2006 10:08
olric",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"imalatçılarından milyonlarca metre , kg veya adet ile mal alımı yaptığından, maliyetleri oldukça düşük firma.",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"1
23.05.2006 10:08
olric",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"bursa da şubesi olmadığından reklamlarına aldanarak ,istanbuldaki şubesine gidip, eli boşdöndüğümüz modüler mobilya mağazası.
2
23.05.2006 10:41
enterezan",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"bursa da şubesi olmadığından reklamlarına aldanarak ,istanbuldaki şubesine gidip, eli boşdöndüğümüz modüler mobilya mağazası.",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"2
23.05.2006 10:41
enterezan",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"standartüstü tasarımlar yapan, istanbul anadolu yakasında açıldığında insanların akın ettiği mobilya tasarımı mağazası.
2
08.06.2006 13:48
asiti kaçmış kola",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"standartüstü tasarımlar yapan, istanbul anadolu yakasında açıldığında insanların akın ettiği mobilya tasarımı mağazası.",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"2
08.06.2006 13:48
asiti kaçmış kola",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"tasarımlarıyla insanın aklını başından alıyorlar evet ama aynı durumun kalite konusunda söz konusu olmadığını düşünüyorum. ayrıca satış politikalarıyla fiyatları düşük tuttuklarını söylüyorlar evet haklılar ama herhangi bir mağazadan tişört almıyorsun ki kardeşim. ben mağazada yardım almak isterim o eşyaları eve biri taşısın isterim. fiyatlar ucuz ama nakliye bedeli var. bu bana biraz kandırmaca gibi geliyor. ama o kanepelerde, sehpalarda, banyolarda nasıl gözüm kaldı anlatamam.
5
08.06.2006 13:55
audrey",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"tasarımlarıyla insanın aklını başından alıyorlar evet ama aynı durumun kalite konusunda söz konusu olmadığını düşünüyorum. ayrıca satış politikalarıyla fiyatları düşük tuttuklarını söylüyorlar evet haklılar ama herhangi bir mağazadan tişört almıyorsun ki kardeşim. ben mağazada yardım almak isterim o eşyaları eve biri taşısın isterim. fiyatlar ucuz ama nakliye bedeli var. bu bana biraz kandırmaca gibi geliyor. ama o kanepelerde, sehpalarda, banyolarda nasıl gözüm kaldı anlatamam.",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"5
08.06.2006 13:55
audrey",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"istanbul anadolu yakasında ümraniyede mevzilenmiş ev dekorasyonu mağazası..mobilya takımı,yatak,masa gibi büyük dekorasyon gereçleri değil de,lamba,sandalye,minder,örtü vb. ıvır zıvırları almak daha mantıklıdır..tasarımları ödüllüdür,labirent biçimindeki akıllı dizaynı sayesinde müsteri girdikten sonra butun magazayı dolasmadan cıkamamakta,akabinde ve detayında evine eli boş dönememektedir..karnınızı somon balığı* yada isveç köftesi* ile son derece cuzi bir fiyata doyurabilirsiniz..
3
15.07.2006 22:36
eric cantona",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"istanbul anadolu yakasında ümraniyede mevzilenmiş ev dekorasyonu mağazası..mobilya takımı,yatak,masa gibi büyük dekorasyon gereçleri değil de,lamba,sandalye,minder,örtü vb. ıvır zıvırları almak daha mantıklıdır..tasarımları ödüllüdür,labirent biçimindeki akıllı dizaynı sayesinde müsteri girdikten sonra butun magazayı dolasmadan cıkamamakta,akabinde ve detayında evine eli boş dönememektedir..karnınızı somon balığı* yada isveç köftesi* ile son derece cuzi bir fiyata doyurabilirsiniz..",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"3
15.07.2006 22:36
eric cantona",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"çeşitli tasarımlarıyla mobilya, ev aksesuarı satan magazadır. isveçlidir bu kardeşler, mallarının kalitesi konusunda yorum yapmak istemem ama ilgimi çeken şey, aldıgınız dolaplar, cekmeceler vs. hepsi incecik kutularda bulunmaktadır, alıp evinize götürürsünüz, ya da magaza icinden kargoya verirsiniz, evinize gidip rahatca montajını yaparsınız.
1
23.07.2006 13:43
eldaina",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
Uludag_Yazari,-,"çeşitli tasarımlarıyla mobilya, ev aksesuarı satan magazadır. isveçlidir bu kardeşler, mallarının kalitesi konusunda yorum yapmak istemem ama ilgimi çeken şey, aldıgınız dolaplar, cekmeceler vs. hepsi incecik kutularda bulunmaktadır, alıp evinize götürürsünüz, ya da magaza icinden kargoya verirsiniz, evinize gidip rahatca montajını yaparsınız.",Uludag_Sozluk,https://www.uludagsozluk.com/k/ikea/1/
